9606	3912	1199	CLM	20060131
9606	80331	1202	CLN4	20120202
9606	54982	1205	CLN6	20050508
9606	256471	1206	CLN7	20070426
9606	6197	1210	CLS	20060513
9606	8218	1214	CLTCL	20050510
9606	6687	1216	CMAR	20050510
9606	4000	1217	CMD1A	20060212
9606	11155	1219	CMD1C	20140619
9606	7139	1220	CMD1D	20060602
9606	6331	1221	CMD1E	20060222
9606	1674	1222	CMD1F	20170725
9606	1674	1223	CMD1G	20050502
9606	7137	1224	CMD2A	20140208
9606	56172	1225	CMDJ	20060531
9606	4625	1226	CMH1	20050508
9606	7139	1227	CMH2	20060602
9606	7168	1228	CMH3	20060602
9606	3577	1229	CMKAR1	20050508
9606	729230	1231	CCR2	20090327
9606	1524	1239	CMKBRL1	20050510
9606	2852	1242	CMKRL2	20050510
9606	5376	1248	CMT1A	20060515
9606	23095	1249	CMT2A	20050510
9606	7879	1250	CMT2B	20060602
9606	54332	1251	CMT4A	20060515
9606	8898	1252	CMT4B	20050510
9606	11081	1256	CNA2	20050217
9606	358	1273	CO	20050502
9606	6103	1274	COD1	20050503
9606	157680	1276	COH1	20050510
9606	1303	1304	COL12A1L	20050504
9606	80781	1309	COL18A1_2	20050510
9606	1406	1320	CORD2	20050509
9606	3000	1322	CORD5	20060512
9606	3000	1323	CORD6	20050506
9606	22999	1324	CORD7	20051025
9606	122867	1328	COX4I1P1	20100410
9606	100288440	1334	COX5BP5	20110310
9606	140603	1341	COX6BP1	20050805
9606	100462850	1344	COX6B1P4	20110116
9606	1353	1354	COX11P	20050502
9606	340451	1372	CPP	20050510
9606	50945	1377	CPX	20060602
9606	5648	1383	CRARF	20050510
9606	55636	1391	CRG	20141125
9606	171422	1402	CRPP1	20050805
9606	7291	1403	CRS	20141125
9606	200575	1422	CRYGEP1	20050217
9606	6513	1433	CSE	20170327
9606	60506	1449	CSNB1	20050510
9606	778	1450	CSNB2	20050510
9606	60506	1451	CSNB4	20050510
9606	283106	1458	CSNK2A1P	20050510
9606	11136	1461	CSNU3	20050510
9606	6899	1492	CTHM	20060514
9606	3299	1494	CTM	20050510
9606	3728	1502	CTNNG	20050510
9606	440387	1505	CTRB2	20050921
9606	7276	1507	CTS1	20110421
9606	118945	1516	CTSLL1	20090226
9606	100128621	1530	CYB5P2	20100220
9606	100289051	1533	CYB5AP5	20110607
9606	643160	1542	CYMP	20070417
9606	1548	1547	CYP2A3	20050507
9606	1550	1552	CYP2A7P2	20050510
9606	1555	1554	CYP2B	20100427
9606	1559	1560	CYP2C10	20050510
9606	1562	1561	CYP2C17	20050510
9606	1557	1563	CYP2C19	20050510
9606	1564	1567	CYP2D7P2	20100318
9606	1565	1569	CYP2DL1	20050502
9606	1568	1570	CYP2DP1	20050510
9606	1576	1575	CYP3A3	20050510
9606	2703	1597	CZP1	20050510
9606	2700	1598	CZP2	20060602
9606	2700	1599	CZP3	20050510
9606	488	1614	DAR	20050510
9606	1620	1619	DBCCR1	20050510
9606	1718	1631	DCE	20100319
9606	10540	1640	DCTN2	20050502
9606	4137	1651	DDPAC	20050508
9606	338453	1658	DDX7	20050510
9606	440081	1664	DDX12	20050509
9606	5631	1679	DFN2	20110227
9606	23676	1682	DFN6	20140129
9606	2950	1683	DFN7	20050504
9606	2707	1685	DFNA2	20050510
9606	79784	1686	DFNA4	20060602
9606	7466	1688	DFNA6	20050502
9606	2070	1691	DFNA10	20050502
9606	1302	1692	DFNA13	20050504
9606	7466	1693	DFNA14	20050505
9606	4627	1695	DFNA17	20050504
9606	259236	1698	DFNB6	20050505
9606	117531	1699	DFNB7	20050506
9606	64699	1700	DFNB8	20050507
9606	9381	1701	DFNB9	20050508
9606	64699	1702	DFNB10	20050509
9606	117531	1703	DFNB11	20050510
9606	64072	1704	DFNB12	20050510
9606	126326	1707	DFNB15	20120124
9606	161497	1708	STRC	20050510
9606	10083	1710	DFNB18	20050510
9606	23312	1711	DMXL2	20050510
9606	1834	1715	DGI1	20050502
9606	729816	1721	DHFRP2	20080216
9606	200895	1722	DHFRP4	20050503
9606	64840	1724	DHOF	20070901
9606	2202	1726	DHRD	20050502
9606	1748	1751	DLX9	20050510
9606	1760	1752	DM1	20050510
9606	7555	1753	DM2	20050510
9606	147912	1754	SIX5	20050510
9606	25981	1764	DNAH1	20050706
9606	146754	1765	DNAH2	20070105
9606	55567	1766	DNAH3	20050510
9606	127602	1772	DNAH14	20070906
9606	79659	1779	DNCH2	20050510
9606	1778	1782	DNCL	20050510
9606	1243	1790	DNS	20050510
9606	420	1792	DO	20050510
9606	1798	1799	DPAGT2	20050510
9606	190	1835	DSS	20050509
9606	441554	1851	DUSP8P1	20140125
9606	441554	1853	DUSPP	20101116
9606	8518	1860	DYS	20050510
9606	3208	1862	DYT2	20190918
9606	6872	1863	DYT3	20110308
9606	10382	1864	DYT4	20140206
9606	55145	1865	DYT6	20090531
9606	9856	1868	DYX2	20060602
9606	100420003	1873	E2F3P2	20111019
9606	3785	1882	EBN1	20050508
9606	3786	1883	EBN2	20050510
9606	5339	1886	EBS1	20050217
9606	10804	1897	ED2	20050509
9606	10913	1898	ED3	20050510
9606	5818	1899	ED4	20050510
9606	780	1900	EDDR1	20050510
9606	1311	1904	EDM1	20050510
9606	1298	1905	EDM2	20050510
9606	1915	1916	EEF1A1L14	20050510
9606	100421865	1919	EEF1A1P3	20110308
9606	100421854	1920	EEF1A1P4	20111015
9606	158078	1921	EEF1AL3	20070626
9606	221838	1922	EEF1AL4	20081019
9606	390924	1923	EEF1AL5	20081025
9606	389179	1924	EEF1AL6	20070718
9606	441032	1925	EEF1AL7	20070718
9606	100421829	1926	EEF1A1P10	20110117
9606	440595	1927	EEF1AL9	20081019
9606	644604	1928	EEF1AL10	20100309
9606	133283	1929	EEF1AL11	20050509
9606	647167	1930	EEF1AL12	20081019
9606	643563	1931	EEF1AL13	20100311
9606	644820	1935	EEF1B4	20080612
9606	57526	1941	EFMR	20080919
9606	10209	1963	EIF1	20051004
9606	83939	1966	EIF2A	20050510
9606	3692	1971	EIF3A	20050510
9606	1964	1976	EIF4C	20050510
9606	143244	1985	EIF5AP1	20090825
9606	114327	1988	EJM1	20060603
9606	2707	1989	EKV	20060514
9606	2720	2008	ELNR1	20070715
9606	2023	2024	ENO1L1	20050502
9606	9211	2061	EPT	20050510
9606	5034	2062	ERBA2L	20050510
9606	1161	2075	ERCC8	20050510
9606	2048	2080	ERK	20050510
9606	6541	2084	ERR	20050502
9606	144847	2102	ESRRAP	20050510
9606	1326	2105	ESTF	20050510
9606	1999	2106	ESX	20050510
9606	1814	2111	ETM1	20060906
9606	8322	2126	EVR1	20060512
9606	4693	2127	EVR2	20060512
9606	344191	2129	EVX2	20070118
9606	100287682	2136	EXTL2P	20100318
9606	4948	2142	EYCL2	20050508
9606	112812	2143	FDX2	20081124
9606	4948	2144	EYCL3	20080119
9606	3998	2154	F5F8D	20050510
9606	646480	2174	FABP9	20050510
9606	2180	2179	FACL1	20050510
9606	2950	2183	FAEES3	20050510
9606	2175	2190	FANCH	20050510
9606	100132417	2211	FCGR1C	20080617
9606	128	2223	FDH	20050510
9606	343332	2225	FDPSL1	20050510
9606	392063	2226	FDPSL2	20050510
9606	645931	2238	FENL1	20091210
9606	55605	2240	FEOM1	20060303
9606	100462812	2265	FGFR6	20121211
9606	9968	2269	FGS1	20090112
9606	2290	2291	FOXG1	20070606
9606	2290	2292	FOXG1C	20070611
9606	2290	2293	FKHL4	20050502
9606	645	2320	FLR	20050503
9606	342184	2325	FMN	20050502
9606	9513	2333	FMR1L2	20050503
9606	257	2336	FND	20140206
9606	100422691	2338	FNRBL	20101013
9606	283226	2340	FNTAL1	20050525
9606	219595	2344	FOLH2	20091203
9606	219595	2347	FOLHP	20050510
9606	390221	2349	FOLR1P	20050807
9606	2272	2385	FRA3B	20050508
9606	867	2439	FRA11B	20120907
9606	2475	2476	FRAP2	20050503
9606	84548	2482	FRAXF	20100322
9606	2919	2493	FSP	20080314
9606	646362	2505	FTHL13	20080123
9606	646362	2511	FTHP3	20050503
9606	284764	2513	FTLL1	20050503
9606	392437	2514	FTLL2	20100410
9606	9636	2536	G1P2	20050510
9606	2542	2544	G6PT2	20060629
9606	2542	2545	G6PT3	20060629
9606	2553	2552	GABPB1	20050510
9606	51083	2586	GAL	20050510
9606	23193	2594	GANAB	20050509
9606	391077	2598	GAPDHL1	20090129
9606	2616	2599	GAPDHL2	20070119
9606	645024	2600	GAPDHL3	20070622
9606	7180	2602	GAPDL5	20050502
9606	729403	2603	GAPDHL6	20071006
9606	100128961	2604	GAPDHL7	20090129
9606	442231	2605	GAPDHL8	20071006
9606	391069	2606	GAPDHL9	20070622
9606	389849	2607	GAPDHL10	20070622
9606	645256	2608	GAPDHL11	20071006
9606	100132601	2610	GAPDHL13	20090116
9606	642259	2612	GAPDHL15	20071006
9606	1738	2654	GCSL	20060401
9606	79017	2655	GCTG	20080918
9606	8200	2659	GDF5	20050502
9606	9563	2663	GDH	20050509
9606	394	2666	GFI2	20071011
9606	2679	2680	GGT3	20070224
9606	121328	2682	GGTA1P	20050502
9606	2697	2704	GJAL	20050510
9606	127534	2708	GJB4	20050510
9606	201989	2711	GK7P	20100205
9606	130589	2718	GLAT	20140731
9606	10133	2725	GLC1E	20050510
9606	136371	2726	GLC1F	20141125
9606	401708	2755	GLULL3	20071213
9606	392305	2756	GLULP	20050805
9606	9380	2758	GLYD	20081031
9606	79158	2795	GNPTA	20050921
9606	645538	2807	GOT2L1	20081019
9606	391139	2808	GOT2L2	20081019
9606	644138	2809	GOT2L3P	20100512
9606	221914	2818	GPC2	20050510
9606	1524	2836	GPR13	20050510
9606	347853	2839	TBX7	20050510
9606	10803	2851	GPR28	20050510
9606	257202	2881	GPX6	20050217
9606	441481	2883	GPX1P1	20111019
9606	171423	2924	GRP58P	20050510
9606	145258	2927	GSC	20050509
9606	730152	2943	GSTA7P	20100617
9606	390226	2985	GUCY2E	20060211
9606	8338	3011	H2A	20050510
9606	8349	3016	H2B	20050510
9606	126961	3019	H3F2	20050217
9606	8370	3022	H4F2	20050510
9606	708	3025	HABP1	20050510
9606	3033	3027	HADH	20060908
9606	4948	3058	HCL3	20080119
9606	3075	3076	HF2	20050510
9606	3078	3079	CFHR1P	20070127
9606	2767	3086	HHC2	20140206
9606	3973	3088	HHG	20090816
9606	10166	3089	HHH	20050509
9606	904	3095	HIVE1	20090225
9606	642546	3100	HK2P	20090226
9606	284459	3102	HKR1	20050510
9606	342945	3103	HKR2	20050510
9606	646702	3114	HLA-DPA2	20090226
9606	340784	3168	HMX3	20050510
9606	729423	3179	HNRPA1L	20090112
9606	6910	3180	HOS	20050510
9606	140803	3194	HOMG	20050509
9606	6469	3243	HPE3	20050505
9606	6496	3245	HPE2	20050510
9606	7050	3246	HPE4	20050510
9606	3255	3256	HPRTP4	20080622
9606	55806	3264	HR	20050502
9606	6905	3271	HRD	20060607
9606	9098	3277	HRP1	20050502
9606	79577	3278	HRPT1	20140206
9606	79577	3279	HRPT2	20050510
9606	1910	3282	HSCR2	20050510
9606	391076	3285	HSD3BP1	20101102
9606	440606	3286	HSD3BP2	20101102
9606	441900	3287	HSD3BP3	20101030
9606	128102	3288	HSD3BP4	20101102
9606	391081	3289	HSD3BP5	20101104
9606	643646	3296	HSD17BP1	20070825
9606	10558	3302	HSN1	20050510
9606	653553	3318	HSPBL2	20080716
9606	653364	3319	HSPBL3	20080820
9606	3320	3325	HSPCAL4	20060301
9606	7190	3328	HSPCP2	20060906
9606	3332	3330	HSPDP1	20081118
9606	645808	3331	HSPDP2	20070430
9606	3332	3333	HSPDP4	20081118
9606	345041	3334	HSPDP5	20081008
9606	645548	3335	HSPDP6	20081025
9606	6513	3345	HTLVR	20141009
9606	55997	3348	HTX2	20140811
9606	100421479	3353	HTR1DP1	20110117
9606	5818	3365	HV1S	20140731
9606	8284	3372	HY	20050502
9606	6329	3374	HYKPP	20050502
9606	64127	3377	IBD1	20050502
9606	10020	3379	IBM2	20050510
9606	4620	3380	IBM3	20140206
9606	112476	3387	ICCA	20140622
9606	26154	3389	ICR2B	20060607
9606	26154	3392	ICR5	20060607
9606	27019	3393	ICS1	20081205
9606	3620	3395	IDO	20050510
9606	3630	3401	IDDM2	20141125
9606	387082	3404	IDDM5	20060607
9606	3559	3409	IDDM10	20140803
9606	1493	3411	IDDM12	20060607
9606	103	3427	IFI4	20060907
9606	7453	3432	IFI53	20050502
9606	8373	3435	IFI56P	20050504
9606	3431	3436	IFI75	20050505
9606	1660	3450	LKP	20050510
9606	158011	3462	IFNA12P	20101214
9606	646581	3468	IFNWP2	20100205
9606	392292	3470	IFNWP5	20100218
9606	100130671	3471	IFNWP9	20100121
9606	100130866	3472	IFNWP15	20091022
9606	360001	3473	IFNWP18	20090322
9606	2206	3477	IGER	20050510
9606	3492	3506	IGHJ@	20131008
9606	3492	3509	IGHV@	20131008
9606	3517	3518	RBPJP2	20091024
9606	339562	3526	IGKV1OR15-118	20090322
9606	2651	3528	II	20050510
9606	644731	3533	IGKV1OR-3	20060511
9606	91353	3545	IGLL3	20071213
9606	7850	3555	IL1R2	20050504
9606	1439	3564	IL3RB	20050510
9606	157916	3571	IL6RL1	20070718
9606	100128449	3582	IL9RP1	20111005
9606	439945	3583	IL9RP2	20090226
9606	729486	3584	IL9RP3	20090226
9606	3560	3602	IL15RB	20110602
9606	55342	3610	ILF3L	20081018
9606	727833	3616	IMPDHL1	20080314
9606	5002	3618	IMPT1	20050510
9606	56652	3648	IOSCA	20080817
9606	8517	3649	IP1	20050510
9606	8517	3650	IP2	20050510
9606	48	3657	IREB1	20050510
9606	2296	3666	IRID1	20050502
9606	442338	3668	IRS3L	20060407
9606	3680	3677	ITGA4L	20050510
9606	3700	3701	ITIHL1	20050510
9606	8114	3711	IV	20050504
9606	182	3715	JAG1	20050510
9606	546	3721	JMS	20110319
9606	1075	3722	JPD	20060908
9606	6259	3723	JTK5A~withdrawn	20050804
9606	6260	3724	JTK5B	20061128
9606	2260	3731	KAL2	20060212
9606	128674	3733	KAL3	20110216
9606	3739	3740	KCNA4L	20050502
9606	6905	3771	KCS	20060608
9606	3768	3774	KCNJN1	20050508
9606	145226	3789	LCA3	20060608
9606	392255	3793	KFM	20110421
9606	6303	3794	KFSD	20060608
9606	100132285	3807	KIR2DS2	20080611
9606	10748	3819	KLRA#	20050502
9606	8085	3826	KMS	20110421
9606	80781	3828	KNO	20060608
9606	3799	3830	KNS1	20050510
9606	387264	3847	KRN1L	20070804
9606	729252	3862	KRT14P	20071006
9606	147228	3873	KRT17P1	20120225
9606	339241	3874	KRT17P2	20071120
9606	392371	3877	KRT18P13	20071006
9606	119722	3878	KRT18P14	20071006
9606	3854	3893	KRTL1	20050510
9606	6351	3900	LAG1	20050510
9606	10578	3901	LAG2	20050510
9606	284217	3907	LAMA1	20050510
9606	387867	3917	RPSAP12	20090227
9606	100421198	3919	LAMP1P1	20101111
9606	645326	3922	RPSAP11	20070712
9606	51520	3926	LARS	20050509
9606	11214	3928	LBC	20050510
9606	100190799	3941	LDHAL2	20100727
9606	442013	3942	LDHAL3	20070620
9606	158222	3943	LDHAL4	20050812
9606	729666	3944	LDHAL5	20090226
9606	100289475	3946	LDHBL1	20100728
9606	51176	3951	LEF1	20050510
9606	2131	3966	LGCR	20081119
9606	9499	3967	LGMD1A	20060608
9606	4000	3968	LGMD1B	20061103
9606	8291	3969	LGMD2B	20050509
9606	8557	3970	LGMD2G	20050510
9606	22954	3971	LGMD2H	20050510
9606	3980	3979	LIG2	20090312
9606	9415	3994	FADS2	20050510
9606	84823	3999	LMNB2	20050217
9606	4000	4002	LMNL1	20100728
9606	55885	4006	LMO3	20050510
9606	6402	4011	LNHR	20050510
9606	80350	4020	LPAL2	20050217
9606	7069	4021	LPGP1	20100422
9606	9056	4022	LPI	20050505
9606	6578	4024	MATR1	20110325
9606	3757	4027	LQT2	20050510
9606	287	4028	LQT4	20050510
9606	4041	4039	LRP5	20050510
9606	7804	4042	LRP8	20050510
9606	2317	4044	LRS1	20060608
9606	6510	4075	M7V1	20050510
9606	7975	4098	MAFK	20050510
9606	7851	4119	MALL	20050818
9606	6445	4120	MAM	20050507
9606	4130	4132	MAP1L	20050510
9606	23532	4136	MAPE	20050510
9606	4137	4138	MAPTL	20050504
9606	56922	4164	MCCC1	20050502
9606	64087	4165	MCCC2	20050503
9606	4582	4169	MCKD1	20140913
9606	670	4177	MCNAA	20050502
9606	79648	4180	MCPH1	20050510
9606	284403	4181	MCPH2	20110505
9606	55906	4183	MCS	20190715
9606	5048	4186	MDCR	20070331
9606	401577	4196	CD99L1	20100819
9606	2122	4197	MDS1	20090810
9606	6520	4198	MDU1	20050510
9606	203547	4202	MEAX	20090531
9606	55624	4203	MEB	20060608
9606	79258	4220	MELL1	20050217
9606	961	4229	MER6	20050509
9606	4566	4231	MERRF	20050510
9606	8823	4235	MF4	20140811
9606	7048	4243	MFS2	20050217
9606	8029	4244	MGA1	20050502
9606	91851	4251	MGC1	20140201
9606	4330	4252	MGCR	20100803
9606	5728	4260	MHAM	20050510
9606	477	4262	MHP2	20050510
9606	6261	4263	MHS1	20050510
9606	3897	4268	MIC5	20050510
9606	4179	4272	MIC10	20050510
9606	4072	4275	MIC18	20050510
9606	100507436	4276	MICA	20101110
9606	221549	4278	MICC	20050510
9606	54903	4290	MKS1	20060212
9606	65108	4304	MLP	20050510
9606	3052	4307	MLS	20070105
9606	4327	4315	MMP18	20050505
9606	64386	4328	MMPL1	20061110
9606	23405	4333	MNG1	20141126
9606	1890	4334	MNGIE	20060203
9606	3172	4339	MODY1	20050510
9606	6927	4341	MODY3	20050503
9606	280637	4344	PSMD7L	20071005
9606	2023	4346	MPB1	20050509
9606	4625	4347	MPD1	20051014
9606	2120	4348	MPE	20060608
9606	58	4349	MPFD	20060315
9606	23096	4365	MRX1	20141125
9606	10084	4367	MRX2	20141126
9606	3054	4368	MRX3	20141125
9606	24140	4373	MRX9	20060211
9606	11141	4374	MRX10	20081209
9606	57187	4376	MRX12	20150814
9606	8242	4377	MRX13	20141126
9606	4204	4380	MRX16	20060908
9606	23096	4382	MRX18	20170927
9606	6197	4383	MRX19	20060913
9606	11141	4385	MRX21	20060608
9606	6567	4386	MRX22	20080322
9606	170302	4393	MRX29	20060908
9606	5063	4394	MRX30	20050502
9606	170302	4396	MRX32	20060908
9606	170302	4398	MRX33	20060913
9606	11141	4399	MRX34	20050510
9606	57187	4400	MRX35	20150814
9606	170302	4401	MRX36	20060331
9606	170302	4403	MRX38	20060913
9606	170302	4407	MRX43	20060331
9606	24140	4408	MRX44	20060913
9606	347344	4409	MRX45	20060913
9606	9459	4410	MRX46	20050502
9606	5063	4411	MRX47	20060913
9606	6853	4413	MRX50	20190921
9606	546	4415	MRX52	20150806
9606	170302	4417	MRX54	20060331
9606	10084	4418	MRX55	20060913
9606	7102	4421	MRX58	20060714
9606	8905	4422	MRX59	20080322
9606	4983	4423	MRX60	20060714
9606	65109	4425	MRX62	20140201
9606	2182	4426	MRX63	20060714
9606	7552	4428	MRX65	20190918
9606	56979	4433	MSBP3	20110329
9606	3685	4446	MSK8	20050510
9606	3675	4454	MSK18	20050510
9606	4059	4455	MSK19	20050510
9606	4684	4474	MSK39	20050217
9606	64374	4483	MSS	20060608
9606	7046	4484	MSSE	20141126
9606	441771	4491	MT1CP	20070203
9606	326343	4492	MT1DP	20070203
9606	644314	4497	MT1I	20060310
9606	7491	4506	MTACR1	20050508
9606	645652	4529	MT1XP1	20120207
9606	140851	4532	MTL4	20101110
9606	727897	4587	MUC5B	20061014
9606	100129528	4590	MUC8	20121130
9606	3662	4592	MUM1	20050510
9606	84176	4623	MYH5~withdrawn	20050804
9606	4640	4631	MYHL	20050510
9606	51168	4652	MYO15	20050510
9606	23040	4662	MYT1L	20050510
9606	7504	4663	NA	20140131
9606	689	4667	NACB	20050510
9606	9131	4672	NAMSD	20140131
9606	80025	4679	NBIA1	20050510
9606	654817	4687	LOC4687	20060919
9606	4704	4721	NDUFS2L	20050510
9606	374291	4727	NDUFS7	20050510
9606	121441	4732	NEDD1	20050510
9606	3301	4737	NEDD7	20100422
9606	114991	4740	NEDD10	20100729
9606	5630	4742	NEF4	20050510
9606	9118	4743	NEF5	20050510
9606	339396	4746	NEFHL	20101105
9606	7170	4754	NEM1~withdrawn	20050804
9606	4703	4755	NEM2	20050510
9606	780	4757	NEP	20050510
9606	401007	4765	NF1L2	20080528
9606	100419029	4767	NF1L4	20101026
9606	644637	4769	NF1L6	20080528
9606	440225	4770	NF1P1	20080716
9606	6551	4797	NHE3P	20050510
9606	159296	4822	NKX2C	20050510
9606	644524	4823	NKX2-4	20070922
9606	1728	4834	NMOR1	20050510
9606	201288	4844	NOS2B	20070922
9606	645740	4845	NOS2C	20070922
9606	23019	4847	CNOT1	20050509
9606	4858	4859	NOVA3	20050510
9606	1184	4865	NPHL1	20070901
9606	1184	4866	NPHL2	20050506
9606	100128903	4873	NPM1P4	20091023
9606	10831	4876	NPM1P7	20110224
9606	6556	4890	NRAMP1	20050510
9606	5781	4903	NS1	20050510
9606	5422	4906	NSX	20141126
9606	780	4918	NTRK4	20050510
9606	26232	4930	OCP1	20100422
9606	90167	4932	NYS1	20060906
9606	627	4949	OCD1	20060608
9606	100506658	4950	OCLN	20110405
9606	130497	4955	ODD	20050509
9606	2492	4959	ODG1	20050510
9606	1896	4960	ODT1	20110402
9606	8481	4966	OFD1	20050510
9606	1277	4970	OI4	20050510
9606	682	4971	OK	20050510
9606	2316	4979	OPD1	20050510
9606	2316	4980	OPD2	20050510
9606	4041	4984	OPPG	20050510
9606	10280	4989	OPRS1	20050510
9606	390756	4996	OR3A4	20050510
9606	390756	4997	OR3A5P	20050510
9606	94	5006	ORW2	20050510
9606	340990	5011	OTOG	20050217
9606	593	5014	OVD1A	20081118
9606	53947	5022	P1	20050510
9606	389884	5038	PA2G4P	20070207
9606	8106	5039	PABP2	20050510
9606	285314	5040	PABPL1	20050510
9606	341315	5041	PABPL2	20081025
9606	10606	5059	PAICS	20050509
9606	780814	5060	PAICSP1	20110116
9606	780815	5061	PAICSP2	20110116
9606	1075	5065	PALS	20050510
9606	6622	5070	PARK1	20050510
